record_timestamp,01.csvCHW.FLOW,01.csvCHWR.TEMP.1,01.csvCHWS.TEMP.1,01.csvCWR.TEMP.1,01.csvCWS.TEMP.1,01CoolingLoad,01cop
2019-10-02 18:40:00+00:00,104.065,12.1825,6.87994,28.7638,32.3641,2317.605807,6.315002199
2019-10-02 18:45:00+00:00,88.8631,11.7024,6.69993,29.3038,32.2241,1867.046966,6.415968955
2019-10-02 18:50:00+00:00,108.393,11.9225,7.01995,29.5039,32.8441,2231.888829,6.846284752
2019-10-02 18:55:00+00:00,113.867,11.0624,7.11996,29.4839,32.0841,1885.438025,6.906366392
2019-10-02 19:00:00+00:00,94.8736,10.8824,7.43999,29.7039,31.724,1371.694083,6.096418148
2019-10-02 19:05:00+00:00,67.1512,10.7424,6.19989,29.7639,31.504,1281.14699,5.293995825
2019-10-02 19:10:00+00:00,102.844,9.54227,7.07996,29.3839,30.4239,1063.582,7.437636367
2019-10-02 19:15:00+00:00,62.5462,10.1823,8.28006,29.0638,29.7639,499.7071106,3.51906416
2019-10-02 19:20:00+00:00,76.6386,9.52227,6.17989,28.8238,30.3639,1075.85236,5.123106477
2019-10-02 19:25:00+00:00,66.5779,10.0223,9.68017,28.6038,28.4238,95.66884709,95.66884709
2019-10-03 17:05:00+00:00,104.416,11.6624,6.99995,28.2238,31.044,2044.704393,8.018448599
2019-10-03 17:10:00+00:00,102.549,11.7024,6.95995,28.4238,31.244,2042.600721,7.947862728
2019-10-03 17:15:00+00:00,100.218,11.6624,6.93995,28.2038,30.984,1987.752875,8.015132561
2019-10-03 17:20:00+00:00,97.5737,11.7624,6.97995,28.1438,30.904,1959.893635,7.902796914
2019-10-03 17:25:00+00:00,95.151,11.7824,6.93995,28.1838,30.844,1935.208632,8.029911335
2019-10-03 17:30:00+00:00,105.563,11.8425,6.97995,28.0237,30.824,2155.882536,8.623530143
2019-10-03 17:35:00+00:00,103.732,11.8425,7.01995,28.0638,30.864,2101.061578,8.239457168
2019-10-03 17:40:00+00:00,100.551,11.7624,6.93995,28.1038,30.904,2036.589114,7.893756255
2019-10-03 17:45:00+00:00,98.5908,11.7024,6.93995,28.1838,30.864,1972.041773,7.825562591
2019-10-03 17:50:00+00:00,83.9067,11.6024,7.07996,28.0638,30.2839,1593.744669,7.146837079
